Date,HV_BULL,HV_BEAR,LV_BEAR,LV_BULL
2009-05-29,8.864975188437998e-22,1.0,6.539706630553837e-27,1.2680448708754195e-51
2009-06-01,3.0922397160776554e-28,1.0,2.789632415278904e-34,2.123793677464725e-62
2009-06-02,2.169969318382367e-24,1.0,1.5082050500515797e-36,2.624375544695698e-61
2009-06-03,5.116826495208e-22,1.0,1.3013039071161201e-29,2.090450497813376e-54
2009-06-04,8.500382527394713e-23,1.0,6.325982694286252e-29,5.664072345686196e-54
2009-06-05,7.808293637098411e-21,1.0,1.1231518454738495e-26,3.1246170817000932e-50
2009-06-08,2.177620176862445e-19,1.0,1.4987011643462399e-21,4.365990222224411e-43
2009-06-09,1.3156661621909228e-17,1.0,7.406768998454527e-20,6.302962648755949e-40
2009-06-10,3.612407829832749e-14,1.0,1.0709718719761763e-17,4.957634242310147e-38
2009-06-11,1.6004881799562497e-09,0.9999999983992893,3.482842233323116e-14,2.3595281322677165e-27
2009-06-12,9.537058082011582e-10,0.9999999974652383,1.5813978901336472e-09,2.864299869087192e-22
2009-06-15,7.130823554127991e-15,0.9999999990450306,9.546731150176108e-10,4.45638992748634e-27
2009-06-16,1.2134368989589299e-14,0.999999999992724,6.993786127671383e-12,3.4215829709578586e-30
2009-06-17,1.8263469723652939e-10,0.9999999998171916,5.634546721025183e-14,3.862104274365317e-28
2009-06-18,6.161071697740673e-09,0.9999999936599124,1.7878599738641618e-10,4.1517938598414763e-23
2009-06-19,1.5784453269456744e-09,0.999999992282028,6.139685984590163e-09,3.030865996337556e-20
2009-06-22,4.741798546378811e-17,0.9999999984202077,1.5795038559536016e-09,1.2262517935024647e-28
2009-06-23,4.170181712511137e-10,0.9999999994088284,1.7439578549889988e-10,5.959141477357851e-30
2009-06-24,0.00011488606560203122,0.9998851138267953,1.0749148055916278e-10,1.7755950524514406e-21
2009-06-25,0.0015697785757904951,0.9984302155866283,5.837752057180888e-09,3.626584102636401e-20
2009-06-26,0.007666762302110758,0.9923331028341082,1.3486343922065024e-07,1.9362428145146384e-18
