Date,HV_BULL,HV_BEAR,LV_BEAR,LV_BULL
2012-01-18,0.9996335933791192,8.621330358574184e-07,0.00036552783500335,1.6652425808191337e-08
2012-01-19,0.9989382089478692,7.287931102121942e-09,0.00032265354078315036,0.0007391302229878522
2012-01-20,0.30957197700722205,2.7623867663451325e-09,0.00014322264841187495,0.6902847975817847
2012-01-23,0.053722420617410296,1.1333044909958708e-08,0.0005358215825905363,0.9457417464669746
2012-01-24,0.02679691848823491,2.3725583096019638e-08,4.625607218157344e-05,0.9731568017140446
2012-01-25,0.014457344542082192,4.044798268022471e-09,1.9686671113184866e-06,0.9855406827459343
2012-01-26,0.0018192156602304407,3.5669227762738204e-10,1.8836354297122392e-06,0.9981789003476278
2012-01-27,5.9212056807088786e-05,2.6963111826959593e-12,2.81188238560869e-10,0.9999407876590118
2012-01-30,4.40209150547663e-08,7.952959068500064e-12,1.4481152441305226e-08,0.9999999414903885
2012-01-31,1.1034928175383009e-07,1.9489941182936007e-10,1.070487852679145e-07,0.9999997824070542
2012-02-01,2.246224530588618e-06,1.5759884924055857e-09,1.5716503805204113e-08,0.9999977364830708
2012-02-02,2.1187758309070454e-06,5.17044123404117e-09,1.830847250429634e-07,0.9999976929693057
2012-02-03,1.4977788786913337e-05,3.9995656423869705e-08,3.206446398435274e-08,0.9999849501514471
2012-02-06,2.726875031032251e-06,1.7476615358281774e-09,1.6138513739993267e-07,0.9999971099919928
2012-02-07,2.0738334097180103e-06,3.1657709444364596e-10,1.9488903591615882e-07,0.9999977309606315
2012-02-08,1.547542633779386e-06,5.681407861962945e-11,4.1504726249496574e-07,0.9999980373532869
2012-02-09,3.8768372901204223e-07,1.2729936024367777e-10,4.599105353901236e-05,0.9999536211358289
2012-02-10,4.3365574171703864e-08,2.5226207154151222e-08,0.0015205915016197739,0.9984793399066788
2012-02-13,0.0007504414920941707,8.44292742735206e-09,0.00122530762412116,0.9980242424413033
2012-02-14,9.777551007914795e-05,6.024888604731935e-08,0.01339608073238855,0.9865060835082248
2012-02-15,0.00013390890634244252,3.393205101943017e-06,0.054377358068987525,0.9454853398197663
2012-02-16,0.0560508377383183,4.510357644798802e-06,0.011469133559322851,0.932475518344554
2012-02-17,0.047921668624440784,4.2001102817364444e-07,0.12298322925381878,0.8290946821104465
2012-02-21,0.008116865034547852,1.2680307530208754e-06,0.5769017968691419,0.4149800700654051
2012-02-22,0.008030961253638412,2.5532655397126634e-05,0.9312218440676276,0.060721662023463914
2012-02-23,0.8052490449210139,1.2109280083905057e-05,0.14923000931056787,0.045508836488446655
2012-02-24,0.6653910232105481,1.633736812617076e-06,0.30814451760292877,0.026462825449841604
2012-02-27,0.4745162026430289,3.535614478361445e-07,0.5099333503833641,0.015550093411784682
2012-02-28,0.11487284586337382,4.430380360437498e-09,0.8781911350340178,0.006936014671808083
2012-02-29,4.045321889383835e-05,1.5562285431721055e-07,0.9998620982347446,9.729292336966215e-05
2012-03-01,0.018748183132839283,2.1119394726605706e-09,0.9812056236484056,4.6191106516121144e-05
2012-03-02,5.986657342496346e-06,2.9951988900478204e-08,0.9999891425866804,4.840804082786884e-06
2012-03-05,0.0025564580169932355,2.3055601147963405e-07,0.9974401409206469,3.1705066182015113e-06
2012-03-06,1.8155840502670515e-07,3.6753362332448923e-06,0.9999960816116443,6.149347281006372e-08
2012-03-07,0.24785142473283123,5.243336328603891e-05,0.7520961396227414,2.281135652518968e-09
2012-03-08,0.9661309531876472,1.1643943675573028e-05,0.03385717340579948,2.2946324203006906e-07
2012-03-09,0.9993473098351203,6.218639044166575e-07,0.0006518196144391661,2.48686389392551e-07
2012-03-12,0.9925985703365447,2.9800023705374167e-08,0.0073998441337736354,1.555730082515161e-06
2012-03-13,0.999749398110137,3.6275123007348006e-07,0.00024988966347791225,3.494747871709922e-07
2012-03-14,0.9784938493004269,2.568697221856482e-08,0.021505371585019556,7.534278633027349e-07
2012-03-15,0.9990160365416537,2.3862732595794286e-07,0.0009835392341204943,1.8559689475402646e-07
2012-03-16,0.9928761649266323,2.2685104557362378e-08,0.007115813321892689,7.999066477545307e-06
2012-03-19,0.9897944564108548,2.8669006301042423e-08,0.010154321493600304,5.119342671364192e-05
2012-03-20,0.37257040100085687,3.422638850788065e-08,0.6271600916041771,0.00026947316882403743
2012-03-21,0.3078307800979865,1.1193136906306191e-06,0.6919950747236805,0.00017302586443834018
2012-03-22,0.06783699217814747,1.1638603706480107e-05,0.932133705838115,1.7663380233045255e-05
2012-03-23,0.8996396931869942,1.6556189957744882e-05,0.1003431689501154,5.816729463327432e-07
2012-03-26,0.996833806519495,1.9773457900884323e-06,0.003162519233186519,1.696901859678047e-06
2012-03-27,0.786795892660983,3.7632890382610865e-08,0.2131591394726938,4.493023340419903e-05
2012-03-28,0.26259801351998163,3.6483315346080876e-07,0.7372587100327858,0.00014291161375896768
2012-03-29,0.16046918975450186,3.4216749631163913e-06,0.8394865212252003,4.086734513286196e-05
2012-03-30,0.20287123649340297,1.5928368810878387e-05,0.7970603909237569,5.244421361883043e-05
2012-04-02,0.6748467931104045,7.48935004080671e-07,0.32506119176496756,9.126618917762665e-05
2012-04-03,0.08384718743853044,1.0287289888281826e-10,0.9118095151949877,0.0043432972638628
2012-04-04,7.817476519490941e-06,2.8506730901648533e-09,0.9999354649605319,5.671471272126704e-05
2012-04-05,0.000398156498424898,8.983060792126342e-10,0.9995974385946939,4.404008362897764e-06
2012-04-09,8.182972172156787e-08,3.556963826087581e-08,0.9999998725379636,1.006223577032927e-08
2012-04-10,3.59024944568799e-11,2.9313945725785686e-06,0.9999970685691771,2.0892046215986292e-14
2012-04-11,0.03646709617032989,3.274629443069067e-05,0.963500157531333,3.485089720620549e-12
2012-04-12,0.5120164236404363,1.520656002490281e-06,0.4879812467073382,8.089959103632052e-07
2012-04-13,0.026829407417329885,4.274695643988882e-06,0.9731623805413342,3.93734549038659e-06
2012-04-16,0.3655175099015938,3.3843789257122725e-05,0.6344486132697063,3.303976554740088e-08
2012-04-17,0.9095761242308392,4.39132741418699e-06,0.09041897871819557,5.057234612504895e-07
2012-04-18,0.46092692014655867,6.098305635916801e-07,0.5390624373885151,1.0032633999970458e-05
2012-04-19,0.27703241970090103,5.706362328056915e-06,0.7229596182912562,2.2556455024398877e-06
2012-04-20,0.4183086567485645,1.5696371313213585e-06,0.581687465003466,2.308610577552165e-06
2012-04-23,0.021720010688709025,9.713500865089744e-06,0.9782699260112411,3.4979892910284447e-07
2012-04-24,0.723589908539582,2.861516198248367e-05,0.27638146385917917,1.243883434361037e-08
2012-04-25,0.9976246478616523,5.068030887412123e-06,0.0023702776455081015,6.46236050685764e-09
2012-04-26,0.9996529472637067,1.1756766043968306e-07,0.00034693030070920614,4.86777831287261e-09
2012-04-27,0.9994396268955369,9.063241897195035e-09,0.0005603257169679989,3.832429130275046e-08
2012-04-30,0.9243862400750759,1.7732646640338165e-08,0.0756133512517746,3.9094026424750836e-07
2012-05-01,0.906385774308902,1.2487288137228332e-06,0.0936119162767432,1.060685331649931e-06
2012-05-02,0.8301753329833762,3.073143537755772e-09,0.16981996839795976,4.695545732447557e-06
2012-05-03,0.004072650493522847,1.0639511618559523e-10,0.9959239825950189,3.366804926498186e-06
2012-05-04,6.61084806530637e-07,2.9656944730968778e-08,0.9999993090198245,2.383323942288776e-10
2012-05-07,0.0011349548805175,1.0006151268638587e-07,0.998864945054417,3.3755785405470713e-12
2012-05-08,0.002276389296484825,5.663566991550479e-08,0.9977233260361189,2.2803134558015025e-07
2012-05-09,0.0012013391355750543,7.65713775013851e-07,0.9987947338205801,3.161329996187039e-06
2012-05-10,0.033216763129161164,6.455436026699232e-07,0.9667667456309388,1.584569602842179e-05
2012-05-11,0.015264206489102808,1.3918893743377793e-09,0.984327127290025,0.0004086648287445434
2012-05-14,1.8141796435158883e-05,1.1332922274035591e-08,0.9999019399453332,7.990692503757934e-05
2012-05-15,0.0008207616290223409,7.938537122087324e-09,0.9991266993136201,5.253111868349884e-05
2012-05-16,0.000154336149151907,8.704489714243589e-09,0.9998205787977337,2.5076348508764208e-05
2012-05-17,1.2782566056072004e-09,2.3197011467039563e-07,0.9999997455288717,2.1222505951862812e-08
2012-05-18,1.3683048127774653e-06,1.5421968961512318e-05,0.999983209661865,6.394368014661445e-11
2012-05-21,0.3892788360977675,2.1818113381190125e-05,0.610699345578588,2.1038678886768322e-10
2012-05-22,0.3719308024071108,1.8905409127531606e-05,0.6280356580298073,1.4634153757246575e-05
2012-05-23,0.911921048767114,1.3246778482615089e-05,0.08803291466307767,3.278979104488625e-05
2012-05-24,0.9754784585623986,2.1695436364491393e-06,0.024282452281493866,0.00023691961261016516
2012-05-25,0.9770554440024708,7.513963206974622e-07,0.02223969735351281,0.0007041072480559747
2012-05-29,0.9827546784837035,3.1142259315896486e-09,0.016270002366151972,0.0009753160361425016
2012-05-30,0.004800106344732722,5.0666247485990334e-09,0.9950345559273325,0.00016533266134057656
2012-05-31,0.017735363895935673,2.4398122717188322e-08,0.9822478439166317,1.6767789699042074e-05
2012-06-01,2.222239076585767e-10,5.251749116347988e-07,0.9999994743949645,2.0759637594829453e-10
2012-06-04,0.0002736446867931621,2.6836379530820984e-05,0.9996995189337916,6.90570639572077e-14
2012-06-05,0.5629580614204721,5.735438981444979e-05,0.4369845841639774,2.595895354364162e-11
2012-06-06,0.9983496709915526,3.7735303378852487e-05,0.0016125936145154804,9.018073592148869e-11
2012-06-07,0.9949571580081723,2.368884360142135e-06,0.0050404724166584315,6.912274310647792e-10
2012-06-08,0.995053245341071,8.500159629272101e-07,0.004945899085810216,5.557593023702937e-09
2012-06-11,0.05584025411826981,1.7421045469471971e-06,0.9441580035147188,2.628022262698024e-10
2012-06-12,0.8315686402929621,0.000382252588457667,0.16804910710695045,1.1949509895020196e-11
2012-06-13,0.5733930030490187,0.00041229425759868853,0.4261947026646226,2.862007480542535e-11
2012-06-14,0.9920346589319994,0.00012953608180288497,0.007835804986301561,2.439815154680909e-13
2012-06-15,0.9997206201334345,9.456762519432811e-06,0.000269923101639071,2.4451253628489768e-12
2012-06-18,0.999016201106353,8.109500166901245e-07,0.0009829879340859974,9.472547268059178e-12
2012-06-19,0.9998839540830382,4.0909592132117674e-07,0.00011563677637078633,4.5015595474235156e-11
2012-06-20,0.973795588848919,3.2916688861514806e-07,0.02620407198459154,9.999418426037535e-09
2012-06-21,0.009129969194754149,2.4630847128516206e-05,0.9908453998591064,9.899603043454309e-11
2012-06-22,0.5327414732236961,0.004054112521189749,0.4632044142536364,1.2723597383075883e-12
2012-06-25,0.03401461801841611,0.004820372859739902,0.9611650091172725,4.979421293428794e-12
2012-06-26,0.5643351979054135,0.004382945566840428,0.4312818565277165,6.048621074243733e-14
2012-06-27,0.9944054626593651,0.0008292393505408423,0.004765297989398404,3.970232889158096e-13
2012-06-28,0.996554859392429,0.00033880546675011373,0.0031063351399866646,1.1939210509832003e-12
2012-06-29,0.9997164521486281,0.0002296683915112847,5.3879456915060336e-05,2.879436304252858e-12
2012-07-02,0.9997952103533381,0.0001402622665101097,6.452737845810287e-05,1.8350866722590313e-12
2012-07-03,0.9998608648479467,7.605867291582739e-05,6.307647620823713e-05,3.14659557695518e-12
2012-07-05,0.9947837152040793,4.039573220167679e-06,0.005212237201023476,8.021853733656115e-09
2012-07-06,0.5172461474922508,7.823670384829302e-07,0.4827530227862459,4.735467376891601e-08
2012-07-09,0.2909191277475776,4.26466539221592e-08,0.7090807963914915,3.321438850064385e-08
2012-07-10,0.0014895883104153083,1.2252472201538505e-07,0.9985102174295214,7.173538058277496e-08
2012-07-11,0.001913810363954667,2.803540467346956e-06,0.9980833851477345,9.476602776262433e-10
2012-07-12,0.02610549257291599,3.4320235209869224e-05,0.9738601867229237,4.688189116276021e-10
2012-07-13,0.888934499649112,1.6384700824308835e-05,0.11104911205045363,3.5998914580541535e-09
2012-07-16,0.8378137264342238,5.974399510579487e-06,0.16218009217105187,2.0699491514905796e-07
2012-07-17,0.9537316362906108,4.319469405688702e-06,0.04626397850536467,6.573500666608505e-08
2012-07-18,0.9725077200543597,3.43761068851153e-07,0.027489953907401582,1.9822775519852345e-06
2012-07-19,0.6168560088030032,3.14485454289856e-10,0.38312733163201546,1.6659250286524034e-05
2012-07-20,0.0016051008601752823,3.0336368564884974e-11,0.9983621737322679,3.272537724518615e-05
2012-07-23,1.0479866592061993e-06,5.287553327733902e-09,0.999998928641281,1.808421534518058e-08
2012-07-24,8.238634365741677e-08,4.3287302947045545e-07,0.9999994847359139,4.665681151359654e-12
2012-07-25,0.003474557061197548,2.082667556628048e-05,0.9965046162611783,1.6435057075093773e-12
2012-07-26,0.6562135063952654,3.184043607726138e-05,0.3437546446322574,8.536063604699119e-09
2012-07-27,0.9954844549760814,1.1152798384612923e-05,0.004504056917442412,3.3530800892433294e-07
2012-07-30,0.8942203208581325,1.6231483512292882e-07,0.1049078109512323,0.0008717058757776459
2012-07-31,0.373007370982084,1.996384217284793e-09,0.6242835911413466,0.0027090358802644905
2012-08-01,2.0078496273361896e-05,1.9930319361431012e-07,0.999931387780788,4.833441994442451e-05
2012-08-02,0.006578922587362836,2.7810530064660906e-05,0.9933930491549839,2.177278609309198e-07
2012-08-03,0.9826639886841981,2.8586608678870876e-05,0.01730742374753188,9.59350318565984e-10
2012-08-06,0.9993961620119706,5.995382932408352e-07,0.0006032214517448783,1.699774174828328e-08
2012-08-07,0.9996802357300764,1.8692917098388178e-08,0.0003197164534181686,2.9123759414686723e-08
2012-08-08,0.9971085594734905,5.858077358850324e-09,0.0028913195839117395,1.1508466776591697e-07
2012-08-09,0.9972391476445637,3.7134113466965584e-08,0.002760438317407584,3.7690422442089365e-07
2012-08-10,0.9751190141716738,4.282222677150667e-08,0.024872493803464922,8.44920293150388e-06
2012-08-13,0.9048633945215732,3.9393572287227457e-07,0.09511706396821576,1.914757422137071e-05
2012-08-14,0.8571424596150121,2.8044263235081546e-06,0.14285231137968363,2.4245791421550354e-06
2012-08-15,0.9912098056875372,1.8232031121179735e-06,0.008788179854663413,1.912547153423622e-07
2012-08-16,0.9994109378249515,1.2221379264715842e-07,0.0005886951168904043,2.4484430433863616e-07
2012-08-17,0.9993462776912185,9.398892841405193e-09,0.000523005775713254,0.00013070713455946156
2012-08-20,0.9427913346668217,9.782599773007691e-09,0.014911916176238256,0.04229673937396557
2012-08-21,0.6265913683382748,1.760850856490894e-07,0.027448230455566006,0.3459602251210035
2012-08-22,0.2508300545526652,1.326858256050007e-07,0.04544603393207813,0.7037237788297496
2012-08-23,0.03361716081928849,7.305165687625415e-07,0.048940153695413435,0.9174419549688844
2012-08-24,0.04811818934348,5.325275468955105e-07,0.004436564141711517,0.9474447139868895
2012-08-27,0.008696773212903533,7.626598133271662e-08,0.000491950557792878,0.990811199963023
2012-08-28,0.001806065925346441,6.281446630670252e-10,1.6885016281439935e-06,0.9981922449444292
2012-08-29,3.110014083716968e-05,6.813416368374299e-13,2.460574962007165e-10,0.999968899611989
2012-08-30,1.0571080219663579e-08,3.901474365573173e-12,2.2955153131355082e-08,0.9999999664696594
2012-08-31,5.686278373006393e-08,2.6813882408850465e-11,1.2480803724122573e-09,0.9999999418623718
2012-09-04,1.817819758105392e-07,1.1102588826030478e-11,8.812292441786683e-11,0.9999998181183566
2012-09-05,4.797633392459554e-08,1.2421258101529515e-10,4.7611740621381505e-09,0.9999999471383503
2012-09-06,8.563828369597555e-07,2.3256111939025673e-09,5.6607684442827104e-09,0.9999991356311609
2012-09-07,1.9823587759414165e-06,1.287463028454078e-10,1.573794171359551e-09,0.9999980159383668
2012-09-10,2.2657033242300445e-07,6.551301007706346e-11,1.4000533967709656e-08,0.9999997593631923
2012-09-11,5.409855474491495e-07,6.724726290012326e-11,8.229633651729965e-09,0.9999994507171922
2012-09-12,5.222608404610858e-07,2.866320831654407e-10,2.725686077047094e-08,0.999999450196052
2012-09-13,2.1682783067342517e-06,1.2130813667799151e-09,1.4654338633583196e-08,0.9999978158544969
2012-09-14,2.7196853732414867e-06,7.383122236658344e-11,4.896507058186903e-10,0.9999972797514312
2012-09-17,9.602137002118927e-08,1.239483692053053e-11,6.073037125490818e-09,0.999999897892854
2012-09-18,1.273080014871379e-07,1.0116252868394489e-11,6.181682508333343e-09,0.9999998664998291
2012-09-19,1.2062049562503993e-07,1.9435072247454122e-12,1.4740306381597182e-09,0.9999998779039817
2012-09-20,2.2391872361193303e-08,1.6416968941871732e-11,3.163061674078617e-08,0.9999999459614642
2012-09-21,1.9572728733632512e-07,2.0422453010265087e-12,7.835368705792371e-10,0.9999998034873181
2012-09-24,2.2066384836900647e-08,1.495356591087656e-13,7.314380129863607e-08,0.9999999047895517
2012-09-25,6.33948976685943e-10,2.9508658434866766e-11,6.991998863890573e-06,0.9999930073380544
2012-09-26,9.895313413377969e-08,1.7111440281736089e-09,1.6613177347930122e-05,0.999983286158183
2012-09-27,1.8348089510748648e-05,1.66872167415594e-11,6.259442795873937e-08,0.9999815892991538
2012-09-28,1.0519763982168136e-07,1.4389527706766851e-10,9.263463469199409e-07,0.9999989683124887
2012-10-01,1.636368827156415e-06,5.818291337545919e-11,1.0612236759441807e-07,0.9999982574505969
2012-10-02,4.5477306256654427e-07,2.3552238666597722e-11,3.3082341910308404e-08,0.9999995121207856
2012-10-03,2.2152217571342254e-07,3.172944355160039e-11,6.184965324009367e-08,0.9999997165960341
2012-10-04,3.110577234271614e-07,6.741322459357656e-12,6.629699001099446e-10,0.9999996882725585
2012-10-05,6.322607223510134e-08,1.3100632506030496e-12,3.7687992681078074e-10,0.9999999363953995
2012-10-08,1.5051809883743296e-08,8.57214209607768e-14,1.9899864127003815e-10,0.9999999847486835
2012-10-09,7.116811636944041e-10,5.529462211741355e-12,2.3757921924892277e-08,0.9999999755245884
2012-10-10,4.145686280931343e-08,1.0529892862434222e-11,1.25404410800762e-08,0.9999999459923871
2012-10-11,5.874370128028808e-08,2.668149599898719e-13,5.2303305192681123e-11,0.9999999412038977
2012-10-12,1.7390287534256804e-09,1.154384918126913e-11,4.749416894504782e-09,0.9999999934998414
2012-10-15,6.022449627550444e-08,3.396639469061545e-11,2.782976381312012e-09,0.9999999369583767
2012-10-16,2.792251390309484e-07,1.0573676877279823e-10,5.023968594149649e-09,0.9999997156447029
2012-10-17,8.495485890620606e-07,1.1777910362599021e-11,3.7593714327171953e-10,0.9999991500639199
2012-10-18,6.179030848983908e-08,1.2912036465178941e-13,2.236833079954234e-09,0.9999999359724845
2012-10-19,3.089915025241626e-10,3.468178996823855e-11,5.489751743659605e-07,0.9999994506808124
2012-10-22,6.124867138875857e-07,4.990766020446345e-12,1.8528149365553602e-08,0.999999368980042
2012-10-23,2.8722640742961972e-08,5.8115898908850705e-12,1.5689999052592335e-08,0.9999999555811893
2012-10-24,3.317108963042722e-08,1.8241384871583316e-11,3.219850106335074e-08,0.9999999346118805
2012-10-25,1.0840096136216975e-07,2.185393767676764e-12,7.739594827530051e-10,0.999999890822443
2012-10-26,1.775049325416154e-08,2.747224816732209e-11,1.9924902483743074e-08,0.9999999622968978
2012-10-31,2.3152144715071824e-07,1.285758664084852e-10,2.2510648700976137e-08,0.9999997458390094
2012-11-01,1.2674633406556015e-06,3.886996090588596e-11,8.892810971257914e-08,0.9999986435696078
2012-11-02,1.4019007060677607e-08,5.27376448857288e-09,8.174227093333487e-05,0.9999182384365597
2012-11-05,7.747413698573894e-05,1.0831660217014417e-07,0.00021630462076429897,0.9997061129256523
2012-11-06,0.0007984282766224445,3.6080771514649826e-12,0.008389496729646846,0.9908120749904861
2012-11-07,1.2426540813404528e-08,1.6775552202612204e-10,0.9815524990289897,0.018447488376467053
2012-11-08,3.9286842572381507e-07,1.1607544751949263e-08,0.9997993093905501,0.00020028613352665643
2012-11-09,0.0005432313347841931,5.998273238934805e-08,0.9994229340045281,3.377467778007354e-05
2012-11-12,0.0015164868622552688,1.4438803215804862e-08,0.9984733948151384,1.010388341537635e-05
2012-11-13,0.0003924462159230563,4.381876339775373e-09,0.9996039469500675,3.602451871816107e-06
2012-11-14,3.566832791649043e-08,1.5575303382826285e-07,0.9999997988825473,9.696109952434287e-09
2012-11-15,6.791235355022359e-05,1.0882040057552131e-05,0.9999212054120891,1.9440090987996176e-10
2012-11-16,0.2584285194934888,6.229416699318149e-05,0.7415091818867889,4.4524098685854545e-09
2012-11-19,0.9901511939473326,1.9398942698417954e-05,0.009829340178621792,6.693110809365792e-08
2012-11-20,0.997670457205067,4.1165525007971914e-07,0.002328043366827468,1.0877724954193114e-06
2012-11-21,0.9989987719209807,3.172384757762097e-08,0.001000695683699711,5.006711810851342e-07
2012-11-23,0.9996935955420221,1.5481211253491308e-08,0.0003062333855897212,1.555913070262407e-07
2012-11-26,0.998922547631362,4.351793548925534e-09,0.0010769549631997164,4.930536258942596e-07
2012-11-27,0.9948091414333611,1.8391511212774236e-08,0.005190006082757806,8.34092628420123e-07
2012-11-28,0.998874769730867,5.742238478031092e-08,0.0011249382750490625,2.3457186249794006e-07
2012-11-29,0.9997094371566146,1.8162562266491194e-08,0.00029028332569276384,2.613552958678967e-07
2012-11-30,0.9966591113615,4.951829927413412e-09,0.0032669258146307235,7.395787206445691e-05
2012-12-03,0.984689385324538,6.704348552400096e-08,0.010521501366607096,0.004789046265198732
2012-12-04,0.9546424637566855,1.5030155001111776e-07,0.006212075700688051,0.03914531024134263
2012-12-05,0.7035903995121735,1.979676642544712e-08,0.0016557123928442293,0.2947538682985006
2012-12-06,0.054066906003833445,3.235129947140496e-09,3.592117723153699e-05,0.9458971695839213
2012-12-07,0.0011172683908913911,7.142842803177418e-10,3.4445066227254336e-06,0.9988792863878945
2012-12-10,7.015348188251859e-05,9.297768741539291e-10,5.602132040695879e-07,0.999929285374688
2012-12-11,1.8127464305271867e-05,6.7624146368123e-11,7.658332069477834e-09,0.9999818648100779
2012-12-12,3.2877503624250686e-07,4.997304209915321e-13,1.2237918697224923e-09,0.9999996700008158
2012-12-13,5.139371100139261e-09,1.6188415059900925e-12,1.6870751172431759e-09,0.9999999931715138
2012-12-14,1.81720562586667e-08,4.568037064110587e-11,1.851673623296605e-08,0.9999999632655097
2012-12-17,4.715416963210856e-07,5.85634396617171e-11,1.8918851405890395e-09,0.9999995265080754
2012-12-18,3.731197352429934e-07,1.1269066034496044e-10,1.1571930704067903e-10,0.9999996266515851
2012-12-19,1.2162059507457552e-07,6.847212428563733e-11,1.1066110910491904e-09,0.9999998772045804
2012-12-20,2.849650572834364e-07,2.573882042352708e-12,2.376052255868624e-11,0.9999997150089663
2012-12-21,9.428880642849552e-09,9.860416718552034e-13,1.407797447666839e-10,0.9999999904293873
2012-12-24,1.0450946289059099e-08,1.9838304350636613e-13,5.349895580276398e-11,0.9999999894953362
2012-12-26,2.1324249029224484e-09,1.3384922428417793e-12,1.1269593194419476e-09,0.9999999967394615
2012-12-27,1.1297110875597293e-08,4.297346671817296e-11,9.03571014578771e-09,0.9999999796245904
2012-12-28,2.195859258118489e-09,9.185399422234728e-09,1.8268827002187284e-06,0.9999981617364554
2012-12-31,1.8955445534436e-05,8.799069110212101e-07,8.429497284712047e-06,0.9999717351504015
2013-01-02,0.0009615855192432169,8.486745228690229e-05,5.9233587661313824e-05,0.9988943134411111
2013-01-03,0.001541518719625512,7.5684771692647665e-06,0.00011850779765084229,0.9983324050052748
2013-01-04,0.0017476183373425222,3.64203670634108e-07,1.438665994361889e-05,0.9982376307991797
2013-01-07,0.00102046137544926,5.790629958123397e-08,8.6289731807911e-05,0.9988931909862151
2013-01-08,0.0007294844960184879,5.7262682301154987e-08,0.0001653206510417748,0.9991051375905696
2013-01-09,0.0007533532997120049,2.4997255923744255e-08,2.9786568703059518e-05,0.999216835133982
2013-01-10,0.00038935765180729407,4.754186326666893e-09,7.789968022004978e-06,0.9996028476261514
2013-01-11,8.457943386557181e-05,1.516061388198695e-09,4.732208676219193e-06,0.9999106868413723
2013-01-14,1.5947157973641714e-05,2.7296428398163915e-09,8.804797965437993e-06,0.9999752453139925
2013-01-15,2.080690596682067e-05,5.566872193399161e-10,8.618267749493001e-07,0.9999783307104244
2013-01-16,3.095537184805834e-06,1.5870846354877875e-09,4.92670549068547e-06,0.9999919761697988
2013-01-17,1.2332627872790025e-05,1.2868059640097012e-09,4.479227217931201e-07,0.9999872181622934
2013-01-18,6.663591277402226e-06,1.9647532801596777e-09,1.1127156634887004e-06,0.9999922217286996
2013-01-22,1.0969456897824894e-05,3.55580537553292e-10,8.445643097371994e-08,0.9999889457314375
2013-01-23,1.391393965212774e-06,3.965802148623603e-10,5.394772955121789e-07,0.9999980687326119
2013-01-24,3.0024944669673587e-06,3.7529452468688536e-10,2.191559498766485e-07,0.9999967779746906
2013-01-25,2.47150943325714e-06,1.5418043840164397e-10,3.882257361448484e-08,0.999997489514012
2013-01-28,9.518796788913526e-07,4.227231367422973e-11,1.82803782629016e-08,0.999999029797907
2013-01-29,3.30084631210127e-07,1.4686270328067796e-13,9.801836028770578e-11,0.999999669817098
2013-01-30,1.4211705465128362e-09,1.6127824763374476e-12,6.517920591987657e-09,0.9999999920592018
2013-01-31,2.200111012048038e-08,2.5285662347935353e-11,9.258575103902493e-11,0.9999999778810891
2013-02-01,5.327157721431029e-08,2.0320039045744885e-13,4.2569797458759547e-13,0.9999999467281683
2013-02-04,4.8245923657405605e-11,1.0297631626404163e-11,6.377061173034754e-09,0.9999999935644155
2013-02-05,9.628382585979371e-08,1.2986353091246279e-11,2.6681741704155085e-10,0.9999999034362237
2013-02-06,8.800303359353262e-08,1.7388790325275477e-12,4.8095976413891857e-11,0.9999999119472743
2013-02-07,1.1607379603357355e-08,1.3039529681281301e-11,1.6914459871773606e-09,0.9999999866877262
2013-02-08,1.253969964737096e-07,5.025081298317231e-12,1.4253040793039759e-10,0.9999998744551782
2013-02-11,3.585843093558048e-08,1.3603784302486349e-11,1.1114424910339755e-09,0.9999999630163081
2013-02-12,1.2419653797405493e-07,1.5830829226658906e-11,4.847777619702168e-10,0.9999998753028272
2013-02-13,1.143350645519195e-07,1.568991835935173e-11,4.670187161026984e-10,0.9999998851826669
2013-02-14,1.0991650256123308e-07,4.972219829311514e-12,1.1499177898743277e-10,0.99999988996388
2013-02-15,3.0970365448804436e-08,3.068994580080225e-11,1.3178445593145215e-09,0.9999999676811063
2013-02-19,2.2998003193279848e-07,1.393833998135268e-13,2.995322666474249e-09,0.9999997670247738
2013-02-20,7.26278684992258e-11,1.4492109941545527e-11,1.7650534790360913e-05,0.9999823493783655
2013-02-21,1.3127512273013924e-08,3.0536138202316923e-09,0.0001180865739481913,0.9998818972451238
2013-02-22,2.6036379317174583e-05,7.549697065608391e-10,0.00045663042154064015,0.9995173324439044
2013-02-25,2.9115782223472047e-09,1.1314099024426296e-07,0.034978528813902246,0.9650213551335034
2013-02-26,0.004151213943042103,1.98304844356022e-06,0.032025190688459076,0.9638216123196163
2013-02-27,0.03304878404467029,5.923704313088821e-07,0.0026116075145063374,0.9643390160706241
2013-02-28,0.022438708692499695,1.1934248937832442e-07,0.0007320982613835181,0.9768290737034964
2013-03-01,0.015711378103705393,4.2879518382400584e-08,0.0001467907592263208,0.9841417882577161
2013-03-04,0.009347969499834114,3.3956418792002604e-08,9.6779410182876e-05,0.9905552171333183
2013-03-05,0.006439976971210312,2.765456033329205e-08,6.994331808159173e-06,0.9935530010421679
2013-03-06,0.0031986461261442156,1.8825734767383495e-08,1.0525131987146068e-05,0.9967908099163613
2013-03-07,0.0018289448253997122,2.1148661256811047e-08,8.014413985219377e-06,0.9981630196119704
2013-03-08,0.0010809455576892223,9.52442251804913e-09,1.4529088873595693e-06,0.9989175920090513
