Date,LV_BULL,HV_BULL,HV_BEAR,LV_BEAR
2011-11-02,4.661562827313875e-54,1.6640750779187632e-19,1.0,1.801333397853784e-24
2011-11-03,1.1545881922582611e-44,4.186424492369363e-17,1.0,1.6637456472611223e-19
2011-11-04,1.1848002477215143e-41,4.311941819489617e-16,1.0,4.186143166524677e-17
2011-11-07,8.27794352869318e-39,2.0224789185132763e-15,1.0,4.311873963565677e-16
2011-11-08,7.509416817059125e-39,1.238681612672135e-16,1.0,2.022416965473754e-15
2011-11-09,3.440620298094313e-51,2.468931618500077e-27,1.0,1.2386817912522099e-16
2011-11-10,5.840212783558437e-60,1.4131866016749443e-23,1.0,1.9313544742126978e-25
2011-11-11,1.2174005125248882e-52,5.217429529395928e-20,1.0,1.4131476965331313e-23
2011-11-14,6.0504312405663494e-49,8.015473322245383e-20,1.0,5.217428768840889e-20
2011-11-15,2.2350346607951307e-46,9.654215509808291e-18,1.0,8.015373122051013e-20
2011-11-16,9.203060973278101e-48,1.3800576616238615e-21,1.0,9.654215502941974e-18
2011-11-17,9.828826736640139e-54,2.0863943385091984e-24,1.0,1.3801216409269257e-21
2011-11-18,2.230762113231249e-54,8.294014467053727e-22,1.0,2.0864581993816046e-24
2011-11-21,2.687459692383972e-54,7.730981438524425e-26,1.0,8.29401443311614e-22
2011-11-22,4.61829871617263e-57,5.707116276813546e-24,1.0,7.738014532471859e-26
2011-11-23,8.944234937193858e-56,1.60920474234619e-26,1.0,5.707116201736824e-24
2011-11-25,6.004315000479726e-54,3.9398502698063987e-22,1.0,1.6253801218590859e-26
2011-11-28,1.1183906008792263e-46,9.932826807546482e-17,1.0,3.939312139659104e-22
2011-11-29,2.0991900256812905e-49,1.0320012195236977e-24,1.0,9.932826804447871e-17
2011-11-30,8.816401924269367e-58,2.4972528894170614e-29,1.0,6.057291248720913e-25
2011-12-01,3.256104284495685e-57,2.7543263823723484e-21,1.0,2.4971853749035158e-29
2011-12-02,1.2044287312543273e-48,7.073108111288844e-20,1.0,2.7543249612029275e-21
2011-12-05,4.1562043295804135e-46,4.301183599316097e-19,1.0,7.072887519621383e-20
2011-12-06,1.1365066490959278e-44,1.4745312397032308e-17,1.0,4.30099936710703e-19
2011-12-07,2.096100334629413e-38,6.753186109544028e-13,0.9999999999990905,9.31730908605796e-18
2011-12-08,2.650052908521595e-35,4.162500867846182e-16,0.9999999999990905,6.753186040047446e-13
2011-12-09,9.380244710179686e-35,1.2522764273570208e-11,0.9999999999872671,3.9043164092749923e-16
2011-12-12,9.799940042018698e-32,2.1649469417854007e-13,0.9999999999872671,1.252255383397386e-11
2011-12-13,1.5529269546045587e-34,1.026115061328097e-14,1.0,2.1801893147637749e-13
2011-12-14,9.370369870287482e-37,5.105988444106123e-16,1.0,1.0278185866501886e-14
2011-12-15,7.43529830217134e-35,2.974300951107893e-12,0.9999999999972715,5.119435557048187e-16
2011-12-16,8.160179997292157e-31,2.1280259270297932e-12,0.999999999994543,2.974191913814276e-12
2011-12-19,3.544677768017113e-36,5.311602251235464e-18,0.999999999998181,2.129315773893091e-12
2011-12-20,7.74379996560008e-39,1.578856815026331e-14,1.0,5.4981415708954756e-18
2011-12-21,6.331198708329419e-35,1.9912929250986136e-12,0.999999999998181,1.5345337391178026e-14
2011-12-22,3.5426076564647504e-32,2.959531479378901e-09,0.9999999970405042,1.7201024622968866e-13
2011-12-23,5.42687085141461e-29,5.818342363113028e-07,0.9999994181654858,5.888894385686952e-13
2011-12-27,1.0788919714383358e-21,0.00021349180084470718,0.9997865080447677,1.5434721385542258e-10
2011-12-28,1.599228984918383e-20,0.002621652246025017,0.997367543987416,1.0803766761168725e-05
2011-12-29,3.343654251306262e-14,0.8134441608963502,0.18655473867217606,1.1004318718306737e-06
2011-12-30,2.446141626761413e-13,0.9076159114800665,0.08502636429874975,0.0073577242205732085
2012-01-03,8.637336910647161e-15,0.9667446468731209,0.03320225706656695,5.3096060106974724e-05
2012-01-04,5.316155895922474e-14,0.9919309584112119,0.007907921398738197,0.00016112019024672978
2012-01-05,4.858666408819543e-13,0.9979749341812495,0.0018095104137840256,0.0002155554045508353
2012-01-06,1.144212454033048e-12,0.9978235280248229,0.0004796597127026005,0.001696812261708474
2012-01-09,9.280557719111139e-12,0.9987181390539196,3.0238709395312435e-05,0.0012516222276522722
2012-01-10,7.18542729625157e-11,0.9998259334671015,1.2197534141029725e-06,0.00017284670726606697
2012-01-11,3.5504625345957134e-09,0.9990691946690465,4.6063059398317445e-08,0.0009307557177819186
2012-01-12,2.2066870658313247e-07,0.9978574670681721,5.620410214657219e-08,0.0021422560587254762
2012-01-13,2.8360463679441887e-07,0.9555886619494988,2.6275879434211716e-07,0.04441079168699764
2012-01-17,5.893260756517125e-09,0.9939734054458303,2.747514199391254e-06,0.0060238411467180815
2012-01-18,8.823581770829718e-07,0.9998000466265793,3.814806895483208e-07,0.00019868953424355502
2012-01-19,0.0017342713731034207,0.9980772738271665,9.484577769494459e-09,0.00018844531492144927
2012-01-20,0.5060959438426023,0.4937682878645736,2.2092357684052827e-09,0.00013576608357855193
2012-01-23,0.9243335636674281,0.0751973503860615,1.372124640928626e-09,0.00046908457460930803
2012-01-24,0.9877627710480988,0.012036591084232615,1.2129104802382711e-08,0.00020062573821370076
2012-01-25,0.9949457386517385,0.005049879195340195,6.422226577926123e-10,4.381510813270761e-06
2012-01-26,0.9996668121059399,0.00030543807589059253,5.394052570023303e-12,2.7749812741126666e-05
2012-01-27,0.9999909956118916,5.7468078538657975e-06,2.5931295859457757e-12,3.257578088229308e-06
2012-01-30,0.9999940383536696,5.580852987329343e-08,5.091998575310513e-13,5.905837107638814e-06
2012-01-31,0.9999971433894517,8.943238711616769e-08,1.4672457168532577e-12,2.7671762448874086e-06
2012-02-01,0.999999837804366,7.990619197906885e-08,5.506467006474708e-13,8.22886430274222e-08
2012-02-02,0.9999998131516069,2.8431750880494026e-09,1.3760310161861392e-13,1.840050310613543e-07
2012-02-03,0.9999998379353332,3.7862623646236814e-08,1.6219822557423593e-12,1.242006988948578e-07
2012-02-06,0.9999996440256561,1.1164932491585369e-08,2.2980406101426216e-13,3.4480936518462306e-07
2012-02-07,0.9999996935740015,3.9655312682822045e-08,3.632428708542202e-13,2.667706021448858e-07
2012-02-08,0.9999997899140219,2.4104101055729965e-08,1.4036502809509202e-13,1.8598129868986728e-07
2012-02-09,0.9999997240002284,9.780564201425332e-09,4.447205144447942e-15,2.6621911005255047e-07
2012-02-10,0.999992285546539,7.266129029851755e-10,2.1420136845153284e-13,7.713727046504114e-06
2012-02-13,0.9999989073827749,7.400551801570813e-07,1.9187071174401403e-12,3.5255996878746516e-07
2012-02-14,0.9999988020061109,1.837012870918787e-08,1.2482787865612976e-14,1.1796236506916633e-06
2012-02-15,0.9999957939241775,5.12560189706544e-09,1.613157940406324e-12,4.200948689824207e-06
2012-02-16,0.9999990223918989,6.499748784023245e-07,1.1575631906846182e-11,3.276215800606919e-07
2012-02-17,0.9999994425044596,9.940453350385477e-08,3.3346414888485294e-13,4.5809094685810514e-07
2012-02-21,0.9999993363710401,3.9906735387494796e-08,8.408060441797258e-14,6.237222752540348e-07
2012-02-22,0.9999974825809513,1.3625177102392502e-08,4.39768469739086e-13,2.5037932447616255e-06
2012-02-23,0.9999993273452208,2.1842555859405024e-07,1.0792598392971196e-12,4.5422796149160683e-07
2012-02-24,0.9999996189472584,2.8770451836709072e-08,1.4974570382748958e-13,3.522820694893883e-07
2012-02-27,0.9999996183097029,1.679658778535332e-08,1.1140452728641072e-13,3.648935440733362e-07
2012-02-28,0.999999760389102,1.7284178662530687e-08,1.4604613230390432e-14,2.2232655558245617e-07
2012-02-29,0.9999983790198207,1.3263000743313145e-09,5.939674419485548e-14,1.6196534423898014e-06
2012-03-01,0.999999722579598,7.4498778715103e-08,8.403292148750529e-14,2.0292197366616738e-07
2012-03-02,0.9999986002595298,1.8157782577434478e-09,1.4225643458537043e-15,1.3979247494527496e-06
2012-03-05,0.9999766896669156,1.4424286463466707e-09,5.4335030251068524e-14,2.3308890336375895e-05
2012-03-06,0.9978701062248241,2.9683411362374726e-11,2.450735783125808e-11,0.002129893720542127
2012-03-07,0.9997965757518291,9.50525370521234e-05,1.8949349820849768e-08,0.00010835276174997111
2012-03-08,0.9999457451906993,5.1475417726926133e-05,1.7702867468427282e-09,2.77762113904155e-06
2012-03-09,0.9999817657679059,1.530429380925879e-05,7.886693377259751e-11,2.9298593188648652e-06
2012-03-12,0.9999641914709552,7.267887214647662e-06,4.0255301072279454e-10,2.854023969300977e-05
2012-03-13,0.9999477659321244,3.373620224122127e-05,2.7989464206517792e-08,1.8469876359968696e-05
2012-03-14,0.9999306781482884,4.241754641723517e-05,2.148212694173258e-09,2.6902156948171345e-05
2012-03-15,0.9999448144783954,5.206148521841112e-05,3.7598382727883777e-10,3.12366024278149e-06
2012-03-16,0.9999806872502194,9.848849316736316e-06,7.154079488985353e-11,9.463828760905457e-06
2012-03-19,0.999987446570809,8.605707954722272e-06,4.5518076639102685e-11,3.947675505380728e-06
2012-03-20,0.9999240263699423,1.5646651992165985e-06,2.1241285763489484e-11,7.440894395352171e-05
2012-03-21,0.9990601597270492,3.797306029051031e-06,2.929434135863031e-10,0.0009360426739026018
2012-03-22,0.9897073516270873,6.341849223153034e-06,3.1966161865797485e-08,0.010286274557668834
2012-03-23,0.9867942363662255,0.005617090075581283,1.329394832716734e-06,0.007587344163291143
2012-03-26,0.9863106834861131,0.012861349524892651,6.253331665319875e-07,0.0008273416562471806
2012-03-27,0.978911011871889,0.011584797302910099,3.920916606046137e-08,0.009504151616466542
2012-03-28,0.9508627927188676,0.008564714248222229,3.080556321121291e-07,0.040572184976934024
2012-03-29,0.9318543750387345,0.018371149274861033,3.521283580525672e-06,0.04977095440273632
2012-03-30,0.928826377692088,0.05796448283500283,3.1263036334851885e-06,0.01320601316919434
2012-04-02,0.9262202932990491,0.06489139508803875,1.4413150506542018e-07,0.008888167481446475
2012-04-03,0.8873535038123753,0.019661215069150535,2.6539639540462047e-10,0.09298528085330762
2012-04-04,0.3640787433020462,4.1084896217509685e-05,1.0457791474348191e-08,0.6358801613442971
2012-04-05,0.2449225611147984,0.002154268670661245,7.773984272265787e-10,0.752923169437178
2012-04-09,0.0036435425487038806,1.9117075913080027e-06,1.5039560514320966e-08,0.9963545307044539
2012-04-10,5.304541979939641e-08,1.1484189000592056e-09,1.9710816603854953e-06,0.9999979747246971
2012-04-11,0.0001300230078854532,0.021370407147363202,7.611748729055588e-05,0.9784234523575663
2012-04-12,0.0003995316054217918,0.42564704711201257,4.4624720757384125e-06,0.5739489588106914
2012-04-13,0.00010392014845586636,0.021992346460290912,8.07921981961776e-06,0.9778956541714438
2012-04-16,1.8460272166881844e-06,0.20200511984459937,0.00010116816962205714,0.7978918659587066
2012-04-17,4.571597663201515e-06,0.9627011885402369,4.9479680859112645e-05,0.03724476018135011
2012-04-18,0.00011324451313957536,0.8846679315921986,1.0565778989313863e-06,0.11521776731672484
2012-04-19,8.876388945278507e-05,0.4051601418462133,1.349315547349179e-06,0.5947497449487368
2012-04-20,8.689285156584683e-05,0.3566189449353092,4.006559237159241e-06,0.6432901556534601
2012-04-23,4.081514854471997e-06,0.09430845522397949,3.0361879183581043e-05,0.9056571013821967
2012-04-24,1.330191672230524e-07,0.6521053611633126,9.247589720265048e-05,0.34780202992008163
2012-04-25,4.924425912673495e-09,0.9966946675835257,2.457812398836911e-05,0.0032807493678346984
2012-04-26,7.139658009790751e-09,0.9998352369518986,6.768192187610486e-07,0.00016407908967243574
2012-04-27,1.7019026459977648e-07,0.9995091105505491,1.8402817619694595e-08,0.0004907008566580786
2012-04-30,5.158262464582024e-07,0.9936024239413243,3.44286946734214e-08,0.0063970258036534205
2012-05-01,7.581565768610216e-06,0.9962617100588186,1.878283827387711e-07,0.003730520546694832
2012-05-02,0.00013424243811989574,0.8265926246322154,3.4056955355776136e-09,0.1732731295241637
2012-05-03,9.373661410214298e-05,0.05565115880555185,1.300083296637881e-10,0.9442551044501586
2012-05-04,5.43609203273213e-09,8.313021832169275e-07,2.3773908313733813e-08,0.9999991394874151
2012-05-07,1.0451292009853622e-07,0.0005015378504405127,2.5990756984771912e-08,0.9994983316455198
2012-05-08,6.584745160208475e-07,0.00019549592507524152,1.2229061619248441e-08,0.9998038333716166
2012-05-09,5.073167314772424e-07,6.683819627187028e-05,3.188422330086763e-07,0.9999323356443268
2012-05-10,3.193503172769378e-05,0.005346179847998168,2.2297744074256722e-07,0.9946216621428202
2012-05-11,5.9851679793785296e-05,0.0018477652370763524,3.6255154013694196e-10,0.9980923827209004
2012-05-14,8.637400728327874e-07,3.8713946833583e-06,5.595062679567142e-10,0.9999952643059526
2012-05-15,5.481081388738847e-06,1.4024887120437798e-05,5.442326323442127e-09,0.9999804885895102
2012-05-16,1.168618336846555e-05,5.611377126443873e-05,3.744011844952677e-08,0.9999321626055847
2012-05-17,2.2427113516251724e-08,7.641957305760608e-09,1.1640813972009115e-06,0.999998805849631
2012-05-18,1.1860471912859384e-08,1.341515870999337e-06,7.331996027630466e-05,0.9999253266629694
2012-05-21,3.0572250871243467e-06,0.6455588252378374,0.0001890888062857378,0.35424902873083214
2012-05-22,2.026705958047589e-05,0.9385254708576689,2.5113260453277304e-05,0.061429148822318515
2012-05-23,0.00040597478625458637,0.9799356578521972,4.663843423342735e-06,0.019653703518278304
2012-05-24,0.0012568377171760486,0.9866411452538153,1.218411602810288e-06,0.012100798617795148
2012-05-25,0.002075452235044339,0.9518695238587123,1.0741755562846068e-06,0.04605394973074025
2012-05-29,0.0021848294667009896,0.9700321180347852,3.2150566414701225e-08,0.027783020348246267
2012-05-30,0.0002951550115602572,0.01090779700965833,1.2173547127789237e-08,0.9887970358052328
2012-05-31,3.029182581526079e-05,0.007136454067711142,9.661257250664048e-08,0.9928331574938161
2012-06-01,5.642649023864311e-12,7.957386034281748e-11,2.3168676923413406e-06,0.9999976830467415
2012-06-04,3.7097817463399737e-09,8.667197507087992e-05,7.71179575849538e-05,0.9998362063576279
2012-06-05,1.1837946953190217e-09,0.33285922743897245,0.0002959039497572603,0.6668448674277773
2012-06-06,4.819188518782918e-12,0.9971878303476588,0.0006089059236732434,0.002203263724054505
2012-06-07,9.38423998271753e-12,0.9997508725064036,3.131129094935202e-05,0.00021781619293548932
2012-06-08,8.68741233250682e-10,0.9997905524507658,3.738230282862149e-06,0.00020570845014229467
2012-06-11,6.18598833307083e-11,0.931584044051088,1.807450533267797e-06,0.06841414843621661
2012-06-12,8.56052672653217e-11,0.999197654391886,1.844032040809034e-05,0.0007839052019677305
2012-06-13,9.292984307008163e-12,0.9874464971912197,4.971499041246158e-06,0.0125485313005796
2012-06-14,4.804725135595827e-13,0.9997743898454686,3.933093875344768e-06,0.00022167705991255028
2012-06-15,6.3740707705101975e-12,0.999815960632789,2.643066861507963e-07,0.00018377505391360414
2012-06-18,7.70014838342448e-12,0.9995801489979063,3.95626281250142e-08,0.0004198114317652523
2012-06-19,1.8048879034119764e-09,0.9998638454602139,8.255563231275845e-08,0.0001360701793209639
2012-06-20,3.1214893773646276e-07,0.9763942215129323,1.0395794473281063e-07,0.023605362380503262
2012-06-21,1.1703997894755588e-10,0.00016485286856009144,1.9676849720588667e-05,0.9998154701644867
2012-06-22,2.7898357482386063e-10,0.08341094313915001,0.006129449897900884,0.9104596066841845
2012-06-25,6.188020664817428e-13,0.00017587508694983262,0.009569167926401221,0.9902549569857668
2012-06-26,8.54562478836384e-13,0.3429410413743393,0.012030068736193344,0.6450288898881636
2012-06-27,1.5872865182033432e-11,0.9745960290101348,0.0037971274074519194,0.021606843566713746
2012-06-28,3.277271992533599e-13,0.9845241249785527,0.0022782316784077353,0.013197643342773633
2012-06-29,1.2978475498373946e-13,0.9982906404002564,0.0016590831099260199,5.0276489335730225e-05
2012-07-02,3.273437310580195e-13,0.9995556794195912,0.00036911590906513056,7.520467144063186e-05
2012-07-03,9.478373041492184e-11,0.9998259658494801,6.275079829585555e-05,0.00011128325758248155
2012-07-05,3.3042249549046957e-07,0.9634694289393753,1.1985979121037176e-06,0.0365290420400734
2012-07-06,2.3424274017964076e-07,0.23351518662956045,7.211555936345601e-07,0.7664838579719209
2012-07-09,1.0282603602116937e-07,0.12221286861779776,9.984520502206385e-07,0.8777860301039079
2012-07-10,1.5058697320394694e-08,0.0015430629113118543,4.79228696262912e-06,0.9984521297428849
2012-07-11,1.9546527766440956e-08,0.01234883717262871,3.531109036083062e-05,0.9876158321901535
2012-07-12,1.0709683828922905e-10,0.03590066794164647,0.0002228118277734521,0.9638765201233392
2012-07-13,2.077869808336303e-10,0.991320451528798,0.0001309912610494549,0.008548557002129123
2012-07-16,1.7284470260294442e-10,0.9963529922879887,8.386486509558131e-06,0.0036386210529719856
2012-07-17,1.80935171195915e-11,0.9996651689542808,6.158773994005715e-07,0.00033421515054125135
2012-07-18,5.587597817942839e-10,0.9998495051145343,5.886296591060663e-08,0.00015043546405525256
2012-07-19,1.1199489136544495e-07,0.9936833540136164,2.951855740950964e-09,0.006316531039402753
2012-07-20,3.797333418482705e-05,0.1967109701444727,1.764401266901618e-10,0.8032510563450055
2012-07-23,3.8908875117217884e-07,0.0010105992396849553,9.055122079167413e-08,0.9989889211199238
2012-07-24,1.963550018918079e-08,2.5250431789325734e-05,4.256710433418755e-06,0.999970473222041
2012-07-25,3.475689512014107e-09,0.033386775817403826,0.00011893444683470503,0.966494286259914
2012-07-26,1.2441048288919912e-10,0.9868664624498152,9.965163850485757e-05,0.013033885787103586
2012-07-27,7.206410275742717e-11,0.9998956360189089,4.793993641008405e-05,5.642397296974576e-05
2012-07-30,1.2804126325666465e-06,0.9994375604374316,1.3888404846879126e-06,0.0005597703098571584
2012-07-31,1.938685846124952e-05,0.95712748931147,9.26510326832763e-08,0.042853031179150396
2012-08-01,5.682408951317539e-05,0.8991823744230668,1.1375819664594217e-06,0.10075966390554487
2012-08-02,1.123052150628993e-07,0.6468692519537919,9.14567822649788e-06,0.3531214900626718
2012-08-03,1.0006086075968165e-09,0.9981662574240925,5.539451552134467e-05,0.001778347059687915
2012-08-06,1.0110051434691401e-09,0.9996315300538687,1.2948486567412982e-06,0.0003671740866529434
2012-08-07,5.849044184725799e-09,0.9997465148293331,4.3946753393913314e-08,0.00025343537490131457
2012-08-08,2.6332363041715046e-08,0.9992073524225021,1.4528936941201843e-08,0.0007926067166299552
2012-08-09,8.794085360280888e-08,0.9982864220761234,4.327797709074282e-08,0.0017134467049741858
2012-08-10,1.564944223748969e-06,0.9976496141550522,7.969065665439446e-08,0.002348741210301366
2012-08-13,3.8001365843643372e-06,0.992457965243956,1.461267107436365e-07,0.007538088492711606
2012-08-14,4.436146217889373e-06,0.9901911607157108,4.823989504880805e-07,0.00980392073911424
2012-08-15,1.971714440032963e-05,0.992823221316586,5.931656527979287e-07,0.0071564683731207305
2012-08-16,0.00029210861166042935,0.9990173081751195,2.6722547198923657e-07,0.0006903159878067857
2012-08-17,0.01823277963819869,0.980045759892557,2.79733629163365e-08,0.001721432495431226
2012-08-20,0.25881325361936264,0.7368900167869423,3.104325995778247e-08,0.0042966985506620635
2012-08-21,0.7747284123215177,0.21145112329981328,1.1856229914138555e-07,0.013820345816141102
2012-08-22,0.9163612494125796,0.07604923351926265,1.2344121969407323e-08,0.007589504724054445
2012-08-23,0.9903346714454673,0.0010470294380318659,2.7120808717453807e-08,0.008618271995723025
2012-08-24,0.9989453559713929,0.0009420765269526383,7.358424413722217e-09,0.00011256014310277748
2012-08-27,0.9999602171584298,3.494800512095297e-05,4.361734333071042e-11,4.834792400141573e-06
2012-08-28,0.9999971130224203,5.211382221356449e-07,1.899184180042623e-12,2.3658377304167408e-06
2012-08-29,0.999998120654656,1.0577653335239061e-07,3.616541171030243e-14,1.773568940200251e-06
2012-08-30,0.9999779015438186,2.9483863903842546e-09,8.323007423260013e-14,2.2095507556254344e-05
2012-08-31,0.999999835636131,7.039665451059831e-08,2.484210541249125e-13,9.396658793614135e-08
2012-09-04,0.9999998229759669,1.9604461833004071e-10,1.610851943075482e-15,1.768277791318141e-07
2012-09-05,0.9999998237426708,2.4870796848574866e-10,1.869859095177394e-13,1.7600865807291562e-07
2012-09-06,0.9999996070183305,1.250012598361222e-08,3.5063975787619246e-11,3.8044689599422616e-07
2012-09-07,0.9999994982464508,1.803897956834458e-07,1.2151414460126821e-12,3.213622547960117e-07
2012-09-10,0.9999964232484063,2.257072090208787e-08,1.8672594769072494e-12,3.5541786572926492e-06
2012-09-11,0.9999949221939233,1.2663716357131625e-06,9.658712598709073e-11,3.8113380676720583e-06
2012-09-12,0.999978773474781,3.423124277147161e-06,3.6285001375976567e-10,1.7803038042337657e-05
2012-09-13,0.9999683857745095,1.9972855206370914e-05,7.171511859811857e-09,1.1634198501720074e-05
2012-09-14,0.9999715835728535,2.5263212484631773e-05,5.702042793101594e-10,3.1526446764434823e-06
2012-09-17,0.9999809085469492,8.179864573821924e-06,6.868628532710656e-11,1.0911519836445563e-05
2012-09-18,0.9999747919731319,7.074586033474486e-06,1.648953909176457e-10,1.8133276279050043e-05
2012-09-19,0.9999075986089462,8.544618622299388e-06,2.767924853727401e-10,8.385649577083665e-05
2012-09-20,0.9986589192770514,1.1944601626237887e-05,5.510707179307467e-11,0.001329136066227277
2012-09-21,0.9794194092661436,2.728270196862903e-06,6.630393506958211e-10,0.0205778618002009
2012-09-24,0.9203948506906353,0.00011287562561457316,2.9594846393475824e-10,0.07949227338735956
2012-09-25,0.6253649626733213,6.512436207110642e-07,1.9191311899546084e-08,0.37463436689165874
2012-09-26,0.6139393907003265,0.00020910698676109636,8.532513154493218e-06,0.3858429697994426
2012-09-27,0.6655202211725404,0.16718647654783447,5.434652063241866e-06,0.16728786762771458
2012-09-28,0.8032133231502422,0.04140840632527917,7.5512172339054875e-06,0.15537071930742763
2012-10-01,0.847825345109982,0.1067171343456602,7.799229315627462e-06,0.0454497213153735
2012-10-02,0.9026587895992897,0.08641052358458155,2.422939095753772e-06,0.010928263877049007
2012-10-03,0.9409782133257607,0.05855019735621939,9.766778429381098e-08,0.00047149165046825976
2012-10-04,0.9905303281017099,0.00946485346160593,1.86880354006257e-09,4.816567932438278e-06
2012-10-05,0.9993238076145649,0.0006741236728765567,3.629450604359605e-12,2.0687087982960805e-06
2012-10-08,0.999975390374817,9.640618712363157e-06,7.130727585360687e-14,1.4969005976290328e-05
2012-10-09,0.9994867854486911,2.557657509426976e-08,1.7105298380188522e-12,0.0005131889730810055
2012-10-10,0.9993070820293519,1.4441997789293717e-06,2.1833212067632894e-10,0.0006914735524123826
2012-10-11,0.9999591121723959,5.6916508861952165e-06,6.331188872497762e-11,3.519611374401155e-05
2012-10-12,0.9999903450527631,1.3738445304229102e-07,7.496782865273602e-11,9.517488226770963e-06
2012-10-15,0.999997554498157,7.672990893723811e-07,1.8857895389312394e-10,1.6780144698430643e-06
2012-10-16,0.9999938226346591,1.4883937871230544e-06,2.0996213518365138e-10,4.688761685724109e-06
2012-10-17,0.9999081329496935,5.168620110508054e-06,3.6411198523994276e-10,8.66980661993764e-05
2012-10-18,0.9847959308150551,1.601078713027806e-05,8.342071674460474e-13,0.015188058396731197
2012-10-19,0.04227126057420809,1.576542890362255e-08,4.846075793324576e-10,0.9577287231756927
2012-10-22,0.016117808436483503,0.0020540654586464735,7.247427994330473e-10,0.9818281253798177
2012-10-23,0.00014646330446416525,1.5476400931017902e-07,1.7258675342470265e-08,0.9998533646730363
2012-10-24,0.000586736730924225,0.00010272802235641415,1.5438329134323817e-06,0.9993089914137004
2012-10-25,0.01860996012621249,0.015383329567882091,1.1536477178613437e-05,0.9659951738284899
2012-10-26,0.038239168255160015,0.0571639812402918,4.196393289780603e-05,0.9045548865716333
2012-10-31,0.05020371042504587,0.2687530801862356,0.00010224337718903069,0.6809409660119394
2012-11-01,0.05521280172939595,0.7356319349158481,2.691013284429681e-05,0.20912835322179088
2012-11-02,0.06044865397662938,0.41621466293298875,1.5877121377361352e-05,0.5233208059693106
2012-11-05,0.06005560126528821,0.6935045099891173,4.0259203599649545e-05,0.24639962954183695
2012-11-06,0.05620759924509074,0.799959637575855,2.919119596353995e-11,0.1438327631495757
2012-11-07,3.2095925697274406e-06,1.9390319054996076e-06,3.054623581588539e-11,0.9999948513446483
2012-11-08,8.238791887800742e-10,9.851787890103438e-08,2.4728030965394027e-08,0.9999998759303784
2012-11-09,8.25444021223063e-08,0.00016844313794486237,3.8533373071416434e-07,0.9998310889839667
2012-11-12,6.007928995438259e-07,0.0028473777953333915,2.0713708793629443e-07,0.9971518142750597
2012-11-13,5.161883627583667e-07,0.0014693262598412284,3.949441769181558e-08,0.9985301180574824
2012-11-14,5.04726630221844e-09,9.845189624822745e-07,1.0316788525608696e-06,0.9999979787546599
2012-11-15,1.736762977388438e-07,0.0016257213479920843,4.6909185097693474e-05,0.9983271957909022
2012-11-16,2.8557085413925866e-08,0.3816411509807655,0.00016462822403079085,0.6181941922378827
2012-11-19,3.4547079553692746e-10,0.9962436459842715,0.00021840001214717085,0.0035379536583970434
2012-11-20,3.947472580244229e-09,0.9995786322042691,3.990049682207342e-06,0.0004173737986993388
2012-11-21,6.248031986226016e-10,0.9994813148326425,8.698381548238046e-08,0.0005185975589761954
2012-11-23,1.5935413461900248e-09,0.9999297708069201,1.1574943941831796e-07,7.011185002561506e-05
2012-11-26,8.93306833427272e-08,0.9991416970898518,7.214882818012069e-09,0.0008582063643685588
2012-11-27,1.3274660763627779e-08,0.989169232286907,8.922120289138588e-08,0.010830665217143157
2012-11-28,1.1599773937965625e-09,0.9995084024122203,5.409169633466413e-07,0.0004910555111681942
2012-11-29,6.049536427486197e-09,0.9996616965784687,3.586183722241312e-08,0.00033826151013426043
2012-11-30,5.037759495802129e-07,0.9975806190856088,1.785362196330594e-08,0.002418859284760581
2012-12-03,2.505767834296023e-06,0.9573364520570604,2.0999789268319322e-07,0.042660832177400534
2012-12-04,8.456651660969368e-06,0.9556576035583407,4.469985532394722e-06,0.04432946980433072
2012-12-05,0.0009396730168265763,0.9845079503910138,3.1238962162379787e-06,0.01454925269559962
2012-12-06,0.11747225842715195,0.8788263830424271,5.723646505592033e-07,0.00370078616591804
2012-12-07,0.41384192919209617,0.584534292805486,1.4702399611432816e-07,0.0016236309788421606
2012-12-10,0.6249414347428501,0.37278846051811865,9.314122008285464e-08,0.0022700115977029437
2012-12-11,0.7203692589237463,0.27947185948255726,4.2986193069482474e-08,0.00015883860774824576
2012-12-12,0.8919546561713665,0.10787352398620247,7.570364537792387e-11,0.00017181976711655087
2012-12-13,0.9988066575152645,0.0008370429281271948,1.498363123801145e-10,0.00035629940635427393
2012-12-14,0.9997463901855915,2.6417342253513387e-05,9.888004796358017e-09,0.00022718258453672274
2012-12-17,0.9998412510039968,0.00015368215410494155,2.5774721011972637e-09,5.064264250475934e-06
2012-12-18,0.999967712056913,3.133516832317969e-05,2.170679112927264e-10,9.525573559081476e-07
2012-12-19,0.9995639950876681,3.7680171734899595e-06,1.4824477221160628e-10,0.00043223674728267884
2012-12-20,0.993706467606261,0.00020440538912261413,1.965516072419285e-12,0.006089127002861486
2012-12-21,0.1628683329002834,1.4065116410363196e-08,3.3820022088430725e-11,0.8371316530004139
2012-12-24,0.08070194186688398,0.00031664368699155877,1.6922742504227774e-08,0.9189813975233024
2012-12-26,0.03963397794052694,0.0001760987350815566,1.2907715854460995e-07,0.9601897942476247
2012-12-27,0.02451325669002543,0.0011263487319174068,1.9363374796446235e-06,0.974358458240127
2012-12-28,4.710899943445706e-05,4.505373800589275e-05,4.426881164182308e-05,0.9998635684513354
2012-12-31,7.283162910462839e-07,0.9176310574592609,0.0008344019101702832,0.08153381231392942
