ticker,strategy,window,k_entry,CAGR,Sharpe,MaxDD,TotalReturn,Volatility,HitRate,AvgExposure,Turnover,N
SPY,BuyHold,,,0.11790325624048204,0.7579404022243672,-0.2713169972042686,2.093006692659825,0.1650750786744392,0.5491578535056796,0.9996083039561301,1.0,2553
SPY,MOM,10.0,1.5,-0.06865786843344546,-0.3494534367658922,-0.7209397749736294,-0.5135398374816512,0.1647162586043945,0.49784567175871525,0.9980415197806503,923.0,2553
SPY,MR,10.0,1.5,0.002880499131326264,0.08103743546322888,-0.21294985198181926,0.029568981831396002,0.10957838753191487,0.20054837446141793,0.41872307089698396,394.0,2553
SPY,MOM+HMM,10.0,1.5,0.014074143356638702,0.185281068830116,-0.2752678086194803,0.15210466726823646,0.10532265175774858,0.3963963963963964,0.7743830787309048,743.0,2553
SPY,MR+HMM,10.0,1.5,0.005393568670661875,0.15292412812337314,-0.12245051532265239,0.056007362613770706,0.040538949045366736,0.09126517822169997,0.18683901292596944,208.0,2553
SPY,HYB_default,10.0,1.5,-0.05543413943540165,-0.6139821497924303,-0.5095880718633794,-0.43884989086616155,0.08673404336765078,0.2859381120250685,0.6036036036036037,663.0,2553
SPY,HYB_contrarian,10.0,1.5,-0.04267309692412613,-0.4779438032313307,-0.41328860313500027,-0.35713107406215905,0.08389304668569662,0.18762240501370936,0.4061887974931453,440.0,2553
SPY,HYB_bullmom,10.0,1.5,-0.015150977437715096,-0.10351048542219089,-0.3082033828314015,-0.14330087534348446,0.09952931934788961,0.37171954563258913,0.7348217783000391,755.0,2553
SPY,HYB_calmonly,10.0,1.5,-0.03679944362964638,-0.4199411999181576,-0.3959944602295079,-0.3160333690478415,0.08137088320452344,0.24402663533098315,0.5025460242851547,585.0,2553
SPY,BLEND50,10.0,1.5,-0.024389901300386985,-0.3706504047593781,-0.36423840638796545,-0.22132079744322752,0.061514893268528034,0.28319623971797886,0.2896592244418331,554.5,2553
SPY,MOM,10.0,2.0,-0.06865786843344546,-0.3494534367658922,-0.7209397749736294,-0.5135398374816512,0.1647162586043945,0.49784567175871525,0.9980415197806503,923.0,2553
SPY,MR,10.0,2.0,0.0035220992431748144,0.0839184117617303,-0.14037163496641425,0.036261503730220745,0.0835877437856467,0.09870740305522914,0.20642381511946728,198.0,2553
SPY,MOM+HMM,10.0,2.0,0.014074143356638702,0.185281068830116,-0.2752678086194803,0.15210466726823646,0.10532265175774858,0.3963963963963964,0.7743830787309048,743.0,2553
SPY,MR+HMM,10.0,2.0,-0.0008023842108896284,-0.009930049071704274,-0.10176460608259252,-0.008099202516197446,0.031356149189584466,0.05248726987857422,0.1128084606345476,118.0,2553
SPY,HYB_default,10.0,2.0,-0.04295681759192338,-0.5274016505155008,-0.4638828551575561,-0.35905866939448816,0.0775314944606482,0.24167645906776342,0.5052878965922444,561.0,2553
SPY,HYB_contrarian,10.0,2.0,-0.02316904004357223,-0.27032593486863266,-0.2972885208813544,-0.21139234884242397,0.07604522752630775,0.11829220524872698,0.25616921269095183,318.0,2553
SPY,HYB_bullmom,10.0,2.0,-0.024490922178895924,-0.21287421765205997,-0.3978483943187371,-0.22213726400819322,0.09516161807141074,0.36036036036036034,0.7152369761065414,731.0,2553
SPY,HYB_calmonly,10.0,2.0,-0.045708521664111545,-0.5777873037755626,-0.46864900172037083,-0.3774852570770023,0.07596085119073355,0.23266745005875442,0.48296122209165687,545.0,2553
SPY,BLEND50,10.0,2.0,-0.02660319905094599,-0.34436975007029946,-0.389501843688593,-0.23903324722159103,0.07098159402499701,0.39247943595769685,0.3958088523305915,504.5,2553
SPY,MOM,10.0,2.5,-0.06865786843344546,-0.3494534367658922,-0.7209397749736294,-0.5135398374816512,0.1647162586043945,0.49784567175871525,0.9980415197806503,923.0,2553
SPY,MR,10.0,2.5,-0.001077785651684926,0.003944483604321817,-0.14037163496641425,-0.010865423701163612,0.0505908685763373,0.033685859772816296,0.07598903251077165,70.0,2553
SPY,MOM+HMM,10.0,2.5,0.014074143356638702,0.185281068830116,-0.2752678086194803,0.15210466726823646,0.10532265175774858,0.3963963963963964,0.7743830787309048,743.0,2553
SPY,MR+HMM,10.0,2.5,0.002434617573295883,0.13854649605286315,-0.03712309454565399,0.024940967685693316,0.018824156803828995,0.01880141010575793,0.04426165295730513,42.0,2553
SPY,HYB_default,10.0,2.5,-0.0420500721407947,-0.5867884193934613,-0.4737039603420755,-0.3528799037973873,0.06912923156076274,0.22405013709361535,0.4680767724245985,517.0,2553
SPY,HYB_contrarian,10.0,2.5,-0.020582726882166114,-0.2599289890229087,-0.3437458423819165,-0.18998176320334403,0.07048392469563333,0.07794751273012143,0.17038777908343125,238.0,2553
SPY,HYB_bullmom,10.0,2.5,-0.020812837785045057,-0.18971200325156823,-0.3819127572834039,-0.19190772962759395,0.08965414261667491,0.35056795926361145,0.6964355660007834,711.0,2553
SPY,HYB_calmonly,10.0,2.5,-0.04196970746214246,-0.5872057680237904,-0.4737039603420755,-0.35232969958774185,0.0689573715051157,0.2228750489620055,0.46415981198589895,515.0,2553
