time,Close,VWAP,signal_MOM,signal_MR,regime_IS,regime_WF
2014-08-15,0.0055986150428845,,0.0,0.0,,
2014-08-16,0.0055826552279368,,0.0,0.0,,
2014-08-17,0.0083978267149924,,0.0,0.0,,
2014-08-18,0.0046847194067796,,0.0,0.0,,
2014-08-19,0.0048283143337229,0.006171826338839326,-1.0,0.0,,
2014-08-20,0.0050370529018118,0.005515700538119967,-1.0,0.0,,
2014-08-21,0.0062127385073056,0.005524347732234293,1.0,0.0,,
2014-08-22,0.0062188130643483,0.0055655879163093135,1.0,0.0,,
2014-08-23,0.0058163713861192,0.005731569625141211,1.0,0.0,,
2014-08-24,0.0056650613007597,0.005731569586953049,-1.0,0.0,,
2014-08-25,0.0048059216050847,0.005731016792326147,-1.0,1.0,,
2014-08-26,0.0057471425537962,0.005716154816372117,1.0,0.0,,
2014-08-27,0.0045346225388661,0.005689367861492981,-1.0,1.0,,
2014-08-28,0.0044621445511835,0.005688499947241666,-1.0,1.0,,
2014-08-29,0.0050982943934775,0.00568385852927968,-1.0,1.0,,
2014-08-30,0.0052347299129631,0.005682865582234069,-1.0,1.0,,
2014-08-31,0.0047372631122735,0.005681563179987258,-1.0,1.0,,
2014-09-01,0.0044315075049948,0.005680208040866176,-1.0,1.0,,
2014-09-02,0.0044499167926358,0.005679444783707966,-1.0,1.0,,
2014-09-03,0.0044561800045879,0.0056743544268964075,-1.0,1.0,,
2014-09-04,0.0048904015264877,0.005672646272443207,-1.0,1.0,HV_BULL,
2014-09-05,0.0049886311962595,0.005672790156036325,-1.0,1.0,HV_BULL,
2014-09-06,0.0050107494372881,0.0056262549229528615,-1.0,1.0,HV_BULL,
2014-09-07,0.0049846541889889,0.005530478994265708,-1.0,1.0,HV_BULL,
2014-09-08,0.0047694152688486,0.0055337361116573145,-1.0,1.0,HV_BULL,
2014-09-09,0.0046104212023728,0.005810976797842574,-1.0,1.0,HV_BULL,
2014-09-10,0.0050009317481796,0.005807743879000355,-1.0,1.0,HV_BULL,
2014-09-11,0.0046833518094681,0.005780508442627944,-1.0,1.0,HV_BEAR,
2014-09-12,0.0042875481464289,0.004451749007908729,-1.0,1.0,HV_BEAR,
2014-09-13,0.0043599119382115,0.004451745228919935,-1.0,1.0,HV_BEAR,
2014-09-14,0.0048795089030216,0.0044517835715035155,1.0,0.0,HV_BEAR,
2014-09-15,0.004907103644753,0.004435416641605418,1.0,-1.0,HV_BEAR,
2014-09-16,0.004916373359059,0.004442522403744677,1.0,-1.0,HV_BEAR,
2014-09-17,0.0054134136170368,0.004453641318486507,1.0,-1.0,HV_BEAR,
2014-09-18,0.0055079324110344,0.00445368162311271,1.0,-1.0,HV_BEAR,
2014-09-19,0.0044966502176212,0.004453246667435552,1.0,0.0,HV_BEAR,
2014-09-20,0.0052349963943045,0.004512119252384488,1.0,-1.0,HV_BEAR,
2014-09-21,0.0049061513320583,0.004512234603693114,1.0,-1.0,HV_BEAR,
2014-09-22,0.0048973411698305,0.004515471499156518,1.0,-1.0,HV_BEAR,
2014-09-23,0.0046555239320689,0.004515783587154187,1.0,-1.0,HV_BEAR,
2014-09-24,0.0050340285833633,0.0045168746280936254,1.0,-1.0,HV_BEAR,
2014-09-25,0.0049854120761046,0.004517909936821057,1.0,-1.0,HV_BEAR,
2014-09-26,0.005339566815553,0.0045181271296394045,1.0,-1.0,HV_BEAR,
2014-09-27,0.0045531135055759,0.0045181323528554,1.0,0.0,HV_BEAR,
2014-09-28,0.0053252988549678,0.004518161001339172,1.0,-1.0,HV_BEAR,
2014-09-29,0.0049025879123284,0.004519497245653012,1.0,-1.0,HV_BEAR,
2014-09-30,0.0047107178490298,0.004519527769507738,1.0,-1.0,HV_BEAR,
2014-10-01,0.0050240620809994,0.004520081013705846,1.0,-1.0,HV_BEAR,
2014-10-02,0.0049955696236762,0.004997174734970938,-1.0,0.0,HV_BEAR,
2014-10-03,0.0050479462758946,0.005021749313103376,1.0,0.0,HV_BEAR,
2014-10-04,0.0048633382126271,0.00502198019552672,-1.0,0.0,HV_BEAR,
2014-10-05,0.0061750039385451,0.005069473909080557,1.0,-1.0,HV_BULL,
2014-10-06,0.006359596746914,0.005082722884493616,1.0,-1.0,HV_BULL,
2014-10-07,0.0047133468541525,0.005095896275135737,-1.0,0.0,HV_BULL,
2014-10-08,0.0050657936264727,0.005089715304156043,-1.0,0.0,HV_BULL,
2014-10-09,0.0055938717872266,0.0050908845669703825,1.0,-1.0,HV_BULL,
2014-10-10,0.0047229975430602,0.005107965398904888,-1.0,0.0,HV_BULL,
2014-10-11,0.0051400378934219,0.005107956024106636,1.0,0.0,HV_BULL,
2014-10-12,0.0050067939792519,0.005110983192145074,-1.0,0.0,HV_BULL,
2014-10-13,0.0048004811152369,0.005111269565703896,-1.0,0.0,HV_BULL,
2014-10-14,0.004972593877537,0.005112085229613849,-1.0,0.0,HV_BULL,
2014-10-15,0.0046550828722969,0.0050432792910103325,-1.0,1.0,HV_BULL,
2014-10-16,0.0045878577159555,0.005042445874371238,-1.0,1.0,HV_BULL,
2014-10-17,0.00466284963308,0.005042115513784822,-1.0,1.0,HV_BULL,
2014-10-18,0.0049068164407013,0.005042015611192999,-1.0,1.0,HV_BULL,
2014-10-19,0.0049304213377206,0.005041965774888811,-1.0,0.0,HV_BULL,
2014-10-20,0.0053104599301603,0.00504428300599494,1.0,0.0,HV_BULL,
2014-10-21,0.0052002625528062,0.005044570394521993,1.0,0.0,HV_BULL,
2014-10-22,0.0049729906779244,0.005044624102013593,-1.0,0.0,HV_BULL,
2014-10-23,0.0049031721409263,0.005064163172386871,-1.0,0.0,HV_BULL,
2014-10-24,0.0050121108950496,0.005064505533844921,-1.0,0.0,HV_BULL,
2014-10-25,0.0048099479957172,0.004949479664311514,-1.0,0.0,HV_BEAR,
2014-10-26,0.0047474289423144,0.004925766668860506,-1.0,0.0,HV_BEAR,
2014-10-27,0.0047737712385856,0.00483208637825411,-1.0,0.0,HV_BEAR,
2014-10-28,0.0046150148675628,0.0048119622448318375,-1.0,0.0,HV_BEAR,
2014-10-29,0.0046832620639041,0.00480346315789155,-1.0,0.0,HV_BEAR,
2014-10-30,0.0046556727539626,0.004800707606965517,-1.0,0.0,LV_BEAR,
2014-10-31,0.004813755640561,0.004788724357068889,1.0,0.0,LV_BEAR,
2014-11-01,0.0045568261159585,0.004788431391403189,-1.0,0.0,LV_BEAR,
2014-11-02,0.0046367545027761,0.004781984924986497,-1.0,0.0,LV_BEAR,
2014-11-03,0.0045666655517241,0.004740127200680649,-1.0,0.0,LV_BEAR,
2014-11-04,0.0047933617764582,0.004718425079497388,1.0,0.0,LV_BEAR,
2014-11-05,0.0047723612340327,0.004719132440371423,1.0,0.0,LV_BEAR,
2014-11-06,0.0051674049044184,0.004725904228426525,1.0,-1.0,LV_BEAR,
2014-11-07,0.0046238264916627,0.004738135697952806,-1.0,0.0,LV_BEAR,
2014-11-08,0.0047885509990977,0.004738031635928139,1.0,0.0,LV_BEAR,
2014-11-09,0.0048291784541379,0.004716798707093163,1.0,0.0,LV_BEAR,
2014-11-10,0.0050033164167241,0.0047170109066212145,1.0,-1.0,LV_BEAR,
2014-11-11,0.0049647716463121,0.004711150246612062,1.0,-1.0,LV_BEAR,
2014-11-12,0.0048549485635809,0.004711668086231561,1.0,-1.0,LV_BEAR,
2014-11-13,0.0052064245802104,0.004713907552441053,1.0,-1.0,LV_BEAR,
2014-11-14,0.0050515710341204,0.004716927725841203,1.0,-1.0,LV_BEAR,
2014-11-15,0.0052886729136788,0.004716888895841012,1.0,-1.0,LV_BEAR,
2014-11-16,0.0050612461233197,0.004716978923779274,1.0,-1.0,LV_BEAR,
2014-11-17,0.0054250144418468,0.004744839418972005,1.0,-1.0,LV_BEAR,
2014-11-18,0.0052789676518994,0.004750027004904205,1.0,-1.0,LV_BEAR,
2014-11-19,0.0054753942711864,0.004753883793528116,1.0,-1.0,LV_BEAR,
2014-11-20,0.0058389731598798,0.005160605299448812,1.0,-1.0,LV_BEAR,
2014-11-21,0.0066487309995723,0.005271701430293137,1.0,-1.0,HV_BULL,
2014-11-22,0.0093183396077034,0.005342676508232636,1.0,-1.0,HV_BULL,
2014-11-23,0.0083662028705993,0.005706817878579663,1.0,-1.0,HV_BULL,
2014-11-24,0.0083737064641398,0.005824738090167092,1.0,-1.0,HV_BULL,
2014-11-25,0.0097540174162,0.006022271026866235,1.0,-1.0,HV_BULL,
2014-11-26,0.0119277837005164,0.006242932858824102,1.0,-1.0,HV_BULL,
2014-11-27,0.0153359085210727,0.007449314566529052,1.0,-1.0,HV_BULL,
2014-11-28,0.0153326282226393,0.007882161992509976,1.0,-1.0,HV_BULL,
2014-11-29,0.0133998075432128,0.008121375500322178,1.0,-1.0,HV_BULL,
2014-11-30,0.0110111304363129,0.008400317831443144,1.0,-1.0,HV_BULL,
2014-12-01,0.0135582811899629,0.008739809752767728,1.0,-1.0,HV_BULL,
2014-12-02,0.0128036743885854,0.009039116578730034,1.0,-1.0,HV_BULL,
2014-12-03,0.0129599664341052,0.00911382375199133,1.0,-1.0,HV_BULL,
2014-12-04,0.01315079207571,0.009175784516366229,1.0,-1.0,HV_BULL,
2014-12-05,0.0139715739300058,0.009747232622854119,1.0,-1.0,HV_BULL,
2014-12-06,0.0145950018034452,0.009822159870978397,1.0,-1.0,HV_BULL,
2014-12-07,0.0148732183821448,0.010177593504936347,1.0,-1.0,HV_BULL,
2014-12-08,0.0150960094436247,0.010329188568528654,1.0,-1.0,HV_BULL,
2014-12-09,0.0158297644407431,0.010578968432627275,1.0,-1.0,HV_BULL,
2014-12-10,0.0159937698237553,0.01279276565066611,1.0,-1.0,HV_BULL,
2014-12-11,0.0165933987073309,0.013836264499672925,1.0,-1.0,HV_BULL,
2014-12-12,0.016899199173049,0.01428433302184486,1.0,-1.0,HV_BULL,
2014-12-13,0.0170605178662478,0.015636667170029456,1.0,0.0,HV_BULL,
2014-12-14,0.0170919315208531,0.01570617219220771,1.0,0.0,HV_BULL,
2014-12-15,0.0206100809990792,0.01598270619158724,1.0,0.0,HV_BULL,
2014-12-16,0.0226278259802843,0.017477824285351943,1.0,0.0,HV_BULL,
2014-12-17,0.0276002164452505,0.018753928152340178,1.0,-1.0,HV_BULL,
2014-12-18,0.0281036157421896,0.01937654062216944,1.0,-1.0,HV_BULL,
2014-12-19,0.0212860102188599,0.02009854980175422,1.0,0.0,HV_BULL,
2014-12-20,0.0251290314144905,0.020404428093003586,1.0,0.0,HV_BULL,
2014-12-21,0.0244388934391266,0.02072430283402385,1.0,0.0,HV_BULL,
2014-12-22,0.0250102948377958,0.02113664650030691,1.0,0.0,HV_BULL,
2014-12-23,0.0227188710626626,0.021290861956086336,1.0,0.0,HV_BULL,
2014-12-24,0.0223570653292899,0.02132264486484379,1.0,0.0,HV_BULL,
2014-12-25,0.0243888979452823,0.02156628639214057,1.0,0.0,HV_BULL,
2014-12-26,0.025151975665706,0.021619255099390895,1.0,0.0,HV_BULL,
2014-12-27,0.0239319064418722,0.021702674882702437,1.0,0.0,HV_BULL,
2014-12-28,0.023940257220029,0.02176248256138094,1.0,0.0,HV_BULL,
2014-12-29,0.0235975585263627,0.021848583873028887,1.0,0.0,HV_BULL,
2014-12-30,0.0238671385277768,0.021950395154518503,1.0,0.0,HV_BULL,
2014-12-31,0.0245750796069814,0.022160000432373643,1.0,0.0,HV_BULL,
2015-01-01,0.024006243476785,0.022345211387815086,1.0,0.0,HV_BULL,
2015-01-02,0.0245757289214948,0.02396013471689607,1.0,0.0,HV_BULL,
2015-01-03,0.0210557423451935,0.0239594244167725,-1.0,0.0,HV_BULL,
2015-01-04,0.0181068853639392,0.02399456026910363,-1.0,0.0,HV_BULL,
2015-01-05,0.0206165093159632,0.024420253815075205,-1.0,0.0,HV_BULL,
2015-01-06,0.0209797366349825,0.024005154306640988,-1.0,0.0,HV_BEAR,
2015-01-07,0.0215043483034103,0.023593866880665785,-1.0,0.0,HV_BEAR,
2015-01-08,0.0204584350954851,0.023515043902635504,-1.0,0.0,HV_BEAR,
2015-01-09,0.0209403551481217,0.023253069484567755,-1.0,0.0,HV_BEAR,
2015-01-10,0.0197045030111923,0.02294308835556145,-1.0,0.0,HV_BEAR,
2015-01-11,0.0189521048090634,0.02220204673245525,-1.0,0.0,HV_BEAR,
2015-01-12,0.0180998482688074,0.021656702598497005,-1.0,0.0,HV_BEAR,
2015-01-13,0.0145919303760319,0.02134591159569505,-1.0,1.0,HV_BULL,
2015-01-14,0.0142535159012428,0.020644155813906575,-1.0,1.0,HV_BULL,
2015-01-15,0.016966923601517,0.02023579797154526,-1.0,1.0,HV_BULL,
2015-01-16,0.0161914614068506,0.020116254293357647,-1.0,1.0,HV_BEAR,
2015-01-17,0.0151606876788141,0.019957466076874028,-1.0,1.0,HV_BEAR,
2015-01-18,0.0158273365059458,0.019762960877686836,-1.0,1.0,HV_BEAR,
2015-01-19,0.0163638628858452,0.0196855412052201,-1.0,1.0,HV_BEAR,
2015-01-20,0.0166083457259145,0.01927980726405286,-1.0,1.0,HV_BEAR,
2015-01-21,0.0171007784416703,0.019146259104902776,-1.0,1.0,HV_BEAR,
2015-01-22,0.0170774583148163,0.0188168261366804,-1.0,0.0,HV_BEAR,
2015-01-23,0.0166404916103831,0.018475026497370428,-1.0,0.0,HV_BEAR,
2015-01-24,0.0166702751967238,0.018357058259284492,-1.0,0.0,HV_BEAR,
2015-01-25,0.0165673946621277,0.01822681246972279,-1.0,0.0,HV_BEAR,
2015-01-26,0.0163903903705215,0.01782708371099225,-1.0,0.0,HV_BEAR,
2015-01-27,0.0156112865336624,0.0176413561868485,-1.0,0.0,HV_BEAR,
2015-01-28,0.0146257292644764,0.0174921190332612,-1.0,0.0,HV_BEAR,
2015-01-29,0.0142971350924956,0.016777796886427953,-1.0,0.0,HV_BEAR,
2015-01-30,0.0144403303231964,0.016429540344379562,-1.0,0.0,HV_BEAR,
2015-01-31,0.0140322533801029,0.016080122328660594,-1.0,0.0,HV_BEAR,
2015-02-01,0.013761983583785,0.015832798198157576,-1.0,0.0,HV_BEAR,
2015-02-02,0.0138419813522105,0.01578546939854096,-1.0,0.0,HV_BEAR,
2015-02-03,0.0132269829787625,0.0159853545908253,-1.0,0.0,HV_BEAR,
2015-02-04,0.0134425834453194,0.015859384401901096,-1.0,0.0,LV_BEAR,
2015-02-05,0.0155473751762709,0.015727757756028606,-1.0,0.0,LV_BEAR,
2015-02-06,0.0143711027960203,0.015643796940847603,-1.0,0.0,LV_BEAR,
2015-02-07,0.014985647120889,0.01562657585044178,-1.0,0.0,LV_BEAR,
2015-02-08,0.0145399356793103,0.015576739800275508,-1.0,0.0,LV_BEAR,
2015-02-09,0.0138819228941204,0.01543363209221268,-1.0,0.0,LV_BEAR,
2015-02-10,0.0136792951074503,0.015199559321591059,-1.0,0.0,LV_BEAR,
2015-02-11,0.0136065483447341,0.015059609038037639,-1.0,0.0,LV_BEAR,
2015-02-12,0.0141599218847322,0.014986861551878332,-1.0,0.0,LV_BEAR,
2015-02-13,0.0146877225397282,0.014826677824528994,-1.0,0.0,LV_BEAR,
2015-02-14,0.0148728583214961,0.014725848204116631,1.0,0.0,LV_BEAR,
2015-02-15,0.0135666802172834,0.014401933625169666,-1.0,0.0,LV_BEAR,
2015-02-16,0.0136961177489071,0.01431498573433718,-1.0,0.0,LV_BEAR,
2015-02-17,0.0139514114323787,0.014288502122839313,-1.0,0.0,LV_BEAR,
2015-02-18,0.013713961841049,0.014278919237827752,-1.0,0.0,LV_BEAR,
2015-02-19,0.0136367576774226,0.014274362308210118,-1.0,0.0,LV_BEAR,
2015-02-20,0.0132647824837096,0.014267319282451871,-1.0,0.0,LV_BEAR,
2015-02-21,0.0134562049840999,0.014248714498127528,-1.0,0.0,LV_BEAR,
2015-02-22,0.0131931378523027,0.014251899788707183,-1.0,0.0,LV_BEAR,
2015-02-23,0.013528235400997,0.01427891037224282,-1.0,0.0,LV_BEAR,
2015-02-24,0.0130302229188655,0.01428727510550803,-1.0,0.0,LV_BEAR,
2015-02-25,0.0131584668561119,0.014083991708684207,-1.0,0.0,LV_BEAR,
2015-02-26,0.0131237357150844,0.013692678239814496,-1.0,0.0,LV_BEAR,
