strat_full,BTC,ETH,HYPE,SOL,XRP
BuyHold(-),1.178060476815506,0.9946802654010977,0.6812035038167981,1.2999631305855077,0.7746316953828378
MOM(-),0.8415600097096826,0.8822644627133879,-0.32456533191584397,0.5137124810336513,0.5164803523968958
MR(-),-1.1813787690005608,-0.7798244331423055,0.7041981864688042,-0.8331486552052778,-0.7585437746929605
MOM+HMM(IS),0.9029507814137088,0.9052095208311618,0.3180688433374432,0.6425109034592702,0.7357792660673813
MR+HMM(IS),-0.6474144665638667,-0.47155787123354403,0.48350353171555754,0.06751871219676196,-0.10298917048920962
HYB_default(IS),-0.33672494425257954,0.03799355415815655,1.2128993766412561,-0.45036300050538053,-0.4374812437680883
MOM+HMM(WF),0.9134733922295254,0.9551440636791639,,-0.07856878706113035,0.5668581121532537
MR+HMM(WF),-0.6375498314724376,-0.6057033536034763,,-0.5517080341903701,-0.3579762178219957
HYB_default(WF),-0.30244952330337654,0.22147526898557238,,-0.6797182864951646,-0.20154888810307733
